,booktype,Title,Author
33206,推理,盜墓開局簽到觀山太保,撲街遊
33205,推理,災厄收容所,幻夢獵人
33390,推理,地獄電影院,黑色火種
33204,推理,盜墓開局進入魯王宮,槍手製霸
33203,推理,驚懼盛宴,薄情書生
33202,推理,直播探險：開局扮演冷面麒麟,一顆甜菜呀
33201,推理,帝國婚約：鬼王BOSS的甜妻,筆談
33200,推理,蟲屋,金櫃角
33198,推理,家有神秘女孩,末日詩人
33215,推理,我的治愈系遊戲,我會修空調
33197,推理,抗日之無敵戰神,王存業
33196,推理,他以溫柔為陷,溫若許
33195,推理,禦鬼少女,曉薔薇
33194,推理,全球遊戲進化,劍無雲
33193,推理,基本演繹法則,南朝近衛
33192,推理,倒賣凶宅那幾年,婁十三
33191,推理,大魏宮廷,賤宗首席弟子
33190,推理,驅魔人余小七,余家七少
33189,推理,三國之袁氏梟雄,寂寞劍客
33188,推理,那些突然消失的同學,路書一閣
33187,推理,紅樓之庶子風流,屋外風吹涼
33186,推理,詭墓【大神力薦】,小小青蛇
33185,推理,地府交流群,看門狗
33214,推理,我在盜墓世界開寶箱,拉文克勞的學長
33216,推理,白金數據,東野圭吾
33129,推理,鬼抬棺,苗棋淼丶
33229,推理,武道之巔-第四部,急鼻涕成魔
33240,推理,靈異複蘇？無所謂我會出嘴！,米青礻申爿犬態
33398,推理,龍王之我是至尊,講古書生
33239,推理,陰陽鬼醫,沙中灰
33238,推理,神秘複蘇之我沒有外掛,木子映月
33237,推理,天使之耳,東野圭吾
33236,推理,白夜行,東野圭吾
33397,推理,這個劇本殺絕對有問題,季春十月
33235,推理,神秘複蘇之製卡師,小km天
33234,推理,皇城探事司,二月樹
33233,推理,九叔世界裡的普通人,毛毛蟲的半生
33396,推理,我殺了他--加賀恭一郎 5,東野圭吾
33231,推理,荒誕推演遊戲,永罪詩人
33230,推理,迷霧之上,薄情書生
33228,推理,神秘複蘇之遊戲詭,天天小哥
33217,推理,神秘複蘇之詭郎,均愛糖
33394,推理,味覺之旅：探索美食的故事與價值,食尚故事家
33227,推理,名偵探的守則,東野圭吾
33226,推理,規則怪談：我的家人不正常,白胡子
33225,推理,文學少女(第七卷 上),野村美月
33224,推理,盜墓之我是胡八一的表弟,夢幻古月
33223,推理,AnotherPart2,綾辻行人
33393,推理,假面山莊殺人事件,東野圭吾
33222,推理,幻夜,東野圭吾
33221,推理,解憂雜貨店,東野圭吾
33392,推理,人在盜墓：刮地三尺給粽子搞麻了,可愛小粽子
33220,推理,全球崩壞,間歇性詐屍
33391,推理,宿命,東野圭吾
33218,推理,獵奇的後果,江戶川亂步
33388,推理,詭異紀元？系統賦我長生不死！,我的至尊骨呢
33184,推理,短篇驚悚恐怖小說,宓婠
33183,推理,陰冥記,一蓑煙魚2號
33142,推理,助鬼為樂系統,左斷手
33153,推理,諸天之角色扮演,蜀三郎
33152,推理,名偵探修煉手冊,肥瓜
33151,推理,陰陽戀人,小企鵝的肥翅膀
33384,推理,龍之娘七七七的寶藏（第三卷）,鳳乃一真
33150,推理,靈魂殯葬師,瑤小喵
33383,推理,讓你驚悚求生，女詭怎麼倒貼了？,爆漿麻薯仔
33149,推理,陰氣撩人：鬼夫夜來,孤島亡魚
33148,推理,捉鬼假道士,出水的井
33147,推理,賞金捉鬼獵人,胡曼麗
33146,推理,玩家研究指南,要勤洗手呀
33145,推理,漢鄉,孑與2
33144,推理,亡靈之城,羽落辰汐
33143,推理,妖孽警探,七禦
33141,推理,血族詭探,撼山易
33182,推理,異能重生：天才少女佔卜師,艾兮兮
33140,推理,鬼差夫妻,負三千
33139,推理,從骷髏島開始橫推萬界,轉的陀螺
33138,推理,馭房有術,鐵鎖
33382,推理,春風滿懷感恩,春心
33380,推理,收屍檔案,張無忍
33137,推理,勇道鬥惡僵,詭狼皓月
33136,推理,我在人世間無敵,離愁三月雨
33135,推理,白狼公孫,一語破春風
33134,推理,我真不貪香油錢,朕真的沒瘋
33133,推理,鬼探靈警,嵐顏
33132,推理,僵屍：我又被九叔挖出來,邪塗
33131,推理,神秘複蘇之黑手,軌差
33130,推理,怪道胡宗仁,GhostFacer
33385,推理,綾辻行人館系列偶人館之謎,綾辻行人
33154,推理,蜘蛛女皇要雙修：糾纏夫君,青諾漣漪
33155,推理,響雷能力者,墨鬼士
33156,推理,夜半僵屍,王骨頭
33181,推理,顫栗高空,奧比椰
33180,推理,我最喜歡詭異了,大臉晨
33179,推理,局中迷,三兩二錢
33178,推理,五十裡棺材鋪,枉凝眉x
33177,推理,茅山之陰陽鬼醫,鬼哭老朽
33176,推理,我家有位蒸汽姬,侯鳳青
33175,推理,北宋閑王,北冥老魚
33174,推理,黑夜迷宮,天書聖子
33173,推理,上下雜貨鋪,羽骨.CS
33172,推理,走廊驚魂2之冤魂再生,晚汐
33171,推理,家有冥妻,柳下僧
33170,推理,三國之商人當立,閩南小書俠
33169,推理,撲街的末世群聊,星空背厚
33387,推理,唬人烏托邦,海琳·奇斯坦
33386,推理,神秘複蘇：從詭郵局開始,執筆的秋
33168,推理,大唐超級奶爸,洛山山
33167,推理,詭異世界生存手冊,封南北
33166,推理,我命超硬，百無禁忌,南鬥昆侖
33165,推理,我家冰櫃裡有個女神,南左律佑
33164,推理,盜墓狂徒,顏禎
33163,推理,龍牙兵王,七品
33162,推理,夜半詭夢,莫道夢魂遙
33161,推理,美利堅大帝,黑色的單車
33160,推理,魔臨,純潔滴小龍
33159,推理,神秘複蘇之黑手,軌差
33158,推理,屍村,異天子
33157,推理,大玄師,向陽的心
32593,推理,盜墓開局挖出宇智波斑,三千焱
32430,推理,盒飯已到，請查收,薑末
32591,推理,恐怖輪回：只有我知道劇情！,木頭
32137,推理,黃泉客棧,吳半仙
32139,推理,神秘複蘇之詭畫師,小km天
32140,推理,幸肥貓咪咖啡館,蔣竹蕤
32141,推理,絕地探險：我隊友是麒麟小哥,半吊子的貓
32142,推理,聞香識心,阿爾薩蘭
32143,推理,我就是這麼強,鬼哭老朽
32144,推理,第九守秘局,姓易的
32145,推理,九鼎秘藏,軒轅唐唐
32146,推理,墓影迷蹤,宋時李白
32147,推理,驅魔人,柳暗花溟
32148,推理,深白色的秘密,夜北兮
32149,推理,盜墓筆記,南派三叔
32150,推理,我向時光借了六個小時,魚蕪霜
32151,推理,怪談直播間,蟲下月半
32152,推理,新安詭事,滄海一鼠
32153,推理,最糗穿越,逍遙憑天
32154,推理,桃源小神農,夏落不明
32155,推理,守陵禁忌,書海今聽雨
32156,推理,茅山捉鬼事務所,染東升
32157,推理,詭秘複蘇，我直播滅了禁區,龍Q館
32158,推理,戀愛嫌疑人,念桉否
32159,推理,尋找無間地獄,林八八八
32160,推理,淪為嫌疑犯的我,第八卦限
32161,推理,神級大富翁,十夫
32162,推理,百詭籍,洛琳琅
32163,推理,大秦誅神司,森刀無傷
32164,推理,掘墓求生：開局請神九叔附體,亞索之怒
32165,推理,天棺賜福,月下關山
32138,推理,我的身體裡有魔物,疑鬼
32136,推理,長生密鑰,花香酒醒
31976,推理,一線女法醫,逍遙遊遊
32135,推理,驅魔信條,楓沉沙
32107,推理,詭世陰陽錄,有鬼非聞
32108,推理,大王不高興,笑納
32109,推理,地獄廚神：我的食材是詭異,三條余兒
32110,推理,玄門女術士,白玉青稞
32111,推理,黑暗精靈全集（全三冊）,（美）R.A.薩爾瓦多
32112,推理,我在地府當團寵,漫柒柒
32113,推理,我的狐妖女友,狐貓
32115,推理,失憶神探,寒冷世紀
32116,推理,恩公別怕，我來救你啦,小灑捷
32117,推理,我真不想飛升啊,輕塵一笑
32118,推理,迷寨蠱奴,丹鳳眼
32119,推理,噩夢驚襲,溫柔勸睡師
32120,推理,我願與你度寒芒,貝小舟
32121,推理,陰陽餐廳,十月雪
32122,推理,末世之喪屍隊長,即墨離殤
32123,推理,我的師傅真厲害,星火燎原
32124,推理,重生奶爸，投資天王,淡道無恨
32125,推理,沉潭棺,寒之鴉
32126,推理,旁門詭事,鐵血炮灰
32127,推理,偵情檔案,莫伊萊
32128,推理,驚異詭案,君不賤
32129,推理,噩夢驚襲,溫柔勸睡師
32130,推理,禁區直播：開局解鎖昆侖秘境,一壺濁酒
32131,推理,九叔世界：我的師父千鶴道長,紅中一杠
32132,推理,九娘詭事錄,山野荊棘
32133,推理,混世神探,金剛小肥羊
32134,推理,逃亡遊戲：我真不是大神,茗煙
32166,推理,薩滿秘境,漆奧嶠
32167,推理,邪靈入骨,小鬼七
32168,推理,二婚似火：薄少，放肆寵,繁華易消
32169,推理,神秘複蘇之詭畫師,小km天
32200,推理,活人壽衣,任九
32201,推理,人點燭鬼吹燈之荒塚迷蹤,尖刀
32202,推理,我有一個偵探聊天群,一文百修
32203,推理,一個詭秘作家的自我修養,月宮陳樹
32204,推理,廚神奶爸,少封
32205,推理,通天鑒寶師,月明星隨
32206,推理,千古玄說,蕭山暮雨
32207,推理,識謊者,南宮小主
32208,推理,末世：開局擁有喪屍領主,會跑的橙子
32209,推理,神秘複蘇之無限鏡像,黃金盒
32210,推理,謀殺現場2,MS007
32211,推理,鬼吹燈外傳（全6冊）,糖衣古典
32212,推理,總有編輯想娶我,小蝠不憂傷
32213,推理,我被詭異擊殺就能奪取詭異能力,我就是鑫陽
32214,推理,幽靈古村,星辰末
32215,推理,詛咒怪談,歐陽三笑
32216,推理,夜半直播：前方詭異出沒,那年杏花微雨
32217,推理,重生之末日逆襲,繽紛雨季
32218,推理,我做花和尚的那幾年,嗷世巔峰
32219,推理,詭異提示：我瘋了，詭異更瘋了,皮卡冬
32220,推理,罪獨白,烏瓏茶
32221,推理,我的師父是閻王,一刀小哥哥
32222,推理,生死場,虛谷子
32223,推理,我在恐怖複蘇世界瘋狂作死,冥夜冷月
32224,推理,孽徒！別悟了,青山自青山
32225,推理,民間刻玉奇談,宋定伯
32226,推理,開局直播靈異事件,北涼軍寒
32199,推理,神秘複蘇：從詭湖開始,不提劍
32198,推理,靈氣複蘇後的最強霸體,葉子元
32197,推理,還魂小娘子,淡竹枝
32182,推理,你要不要到我的網裡來,南狗陸某
32170,推理,罪頭條：重案組追凶系列（共14冊）,聶小楊 柴小迷 夏之虞汐 葉上瀟瀟
32171,推理,最佳保安,北奈
32172,推理,歲月無聲花有痕,華燁恆俊
32173,推理,重疊的蓋亞世界,三兩六的甜
32174,推理,犯罪現場,柿子會上樹
32175,推理,破案大佬在線追妻,沐柒綰
32176,推理,我在恐怖屋當老板的日子,德一
32177,推理,開局穿到蠻荒後我滿級覺醒,衍卿寒
32178,推理,半妖之軀，我在九叔世界中修仙,執鹿中原
32179,推理,神秘複蘇：奪取詭畫,君子獨憐其獨
32180,推理,長安街探案,虞姬
32181,推理,陰陽咒術,掌櫃
32183,推理,怪醫奇俠,國子
32196,推理,冥界獵鬼師,火七居士
32184,推理,唐時明月,孤霞飛
32185,推理,這家鋪裡有異獸,西寧呀
32186,推理,我在靈異世界斬鬼神,金木道人
32187,推理,在瘋人院裡談戀愛,泉夭
32188,推理,獵魔氏族,飛翔de懶貓
32189,推理,心理系法醫,釋天風
32190,推理,蠢鬼你臉又掉了,飯飯特浠
32191,推理,死亡洞穴：只有我能看到未來,漆黑之鬼
32192,推理,雞血玉,還君明珠
32193,推理,生存遊戲：從一隻烏鴉開始,墨者無懼
32194,推理,大宋北鬥司,月關
32195,推理,攤牌了，我！世界大神探！,奔跑的白馬
32106,推理,浮世萬千唯你一人,草莓味豬大腸
32105,推理,青山病院AAA號病房的那個女人,蓮說來生
32104,推理,劫天運,火炬炬
32038,推理,青葉事務所,庫奇奇
32009,推理,九號典當鋪,人行道
32010,推理,怪談辦事處,徐小開
32011,推理,凶案追擊,莫伊萊
32012,推理,一起捉妖吧,龍雅人
32013,推理,魔臨,純潔滴小龍
32014,推理,未知案件調查組,連山Val
32015,推理,國家寶藏,辰
32016,推理,大理寺有他的洛大人,夜北兮
32017,推理,少年風水師,夜彬
32018,推理,奇俠怪探,二月半
32019,推理,締造夢魘,柳成藝
32020,推理,吾凰萬歲，萬萬歲,朕要雨露均沾
32021,推理,我的尋墓生涯,貓老九
32023,推理,心願解決師,An霸
32024,推理,詭異世界從打爆一切開始,徐墨卿
32025,推理,G案件,花生蘇酥
32026,推理,網吧詭事,傲小五
32027,推理,仙君妖王快閃開,歌小白
32028,推理,黑夜判官,夏末淺憶
32029,推理,重生之狐女仙緣,十瑚
32030,推理,母豬離我遠點,秦淮景
32031,推理,深海迷圖,封旗印軒
32032,推理,五十菩提葉,寫書的大南瓜
32033,推理,古墓探險：開局扮演黑面神，嚇退百萬屍蟞,豬歸來
32034,推理,重生末世顧爺寵妻,癡鬼
32035,推理,捉鬼小道士,你今天嗨了嘛
32036,推理,術派賒刀人,一葉知秋
32008,推理,風水相師,玄素
32007,推理,當你走進這歡樂場,麥小冬
32006,推理,九叔世界：我任老太爺揭棺而起！,牛腩面
31991,推理,女仵作的背後不簡單,展眼舒眉
31979,推理,黑夜天書,我的中國膽
31980,推理,我最喜歡詭異了,大臉晨
31981,推理,法醫王妃：王爺欠收拾,青依色
31982,推理,死亡推演,希音心
31983,推理,神秘複蘇之無限鏡像,黃金盒
31984,推理,誤惹冥王：妖嬈驅魔師,良辰墨錦
31985,推理,帶著老婆女兒去修仙,阿喵的抖抖
31986,推理,解剖室內禁止談情,齊澆水
31987,推理,仙尊我從天上來,迎風尿一鞋
31988,推理,神秘複蘇：從詭湖開始,不提劍
31989,推理,彭氏詭錄,杉若繁星
31990,推理,捉鬼大宗師,五月女王
31992,推理,陰陽神算,不谷
32005,推理,總裁家的陰陽師有點萌,朱九寒
31993,推理,青衣蛇蠱,春秋九靈
31994,推理,我在彼岸凝視你,倩倩子欽
31995,推理,天命扎紙人,貓貓吃魚
31996,推理,神秘複蘇：奪取詭畫,君子獨憐其獨
31997,推理,靈魂迷途,十四夜的茶
31998,推理,重返黎明（全4冊）,王茁源
31999,推理,鬼王追妻：仵作娘子會通靈,懶貓柒
32000,推理,13路末班車,老八零
32001,推理,探險小農民,貓老九
32002,推理,冥王她又雙叒被迫營業了,枝年
32003,推理,尋寶與遊獵,金色白彩虹
32004,推理,神秘複蘇之方世明,一支秀花蟹
32037,推理,娶妻路上妖怪多,談笑先生
32039,推理,成吉思汗守陵人,紅娘子
32103,推理,我的木頭神探,小豬柔柔
32040,推理,神秘複蘇之意識無限,我也是很慫啊
32073,推理,夢魘速遞,英雄論煮酒
32074,推理,亡靈審判者,虎山
32075,推理,無限輪回：從午夜直播開始,西瓜特別皮
32076,推理,冥媒正娶：晚安，鬼王老公,蛋九九
32077,推理,我在兩千年後考古現在,白馬賦濁酒
32078,推理,驅魔屋,結局後才明白
32080,推理,被看見的死亡氣息,橘子淼淼
32081,推理,重生系統之我是九叔小徒弟,萩生
32082,推理,量域,紙墨書香
32083,推理,極限逃生,落夢瑤
32084,推理,恐怖複蘇：先死一次再說,忘記離愁
32085,推理,無路可逃,小蔥花
32086,推理,奇異說書人,胡老方
32087,推理,她的左眼不尋常,蜀椒
32088,推理,非人途,蕭湘葉雨
32090,推理,獨代神棍,獨蛋兒
32092,推理,天授捉妖師,淺暗香
32093,推理,活死人世界：我有系統送異能,十裡坡
32094,推理,葬魂人,風月
32095,推理,我當法醫那些年,醫者自醫
32096,推理,陰陽酒館,小魚尓
32097,推理,死神歸來,無涯聲
32098,推理,奇談玄錄,非洲鯽魚
32099,推理,神秘複蘇：詭惑世間,小橋滿月
32100,推理,黑貓雜貨鋪,九月
32101,推理,我有一條金融街,山楂冰糖
32102,推理,念昔,小鬼七
32072,推理,鏡中諸天快穿之旅,歌道似酒香
32071,推理,民間禁忌雜談,農夫神拳
32069,推理,神秘複蘇：從一本佛經開始,靈雞一凍
32053,推理,斬魂刀,邁克爾瑞爾斯
32041,推理,邪骨天眼,小鬼七
32042,推理,午夜尖叫：與死人的較量,蜘蛛
32043,推理,夫人乖，咱們不養鬼,埃文
32044,推理,我賣佛牌的那些年,五塊石
32045,推理,異度謎魂,醉心道人
32046,推理,秋水剪瞳,三支鼠尾草
32047,推理,你好，時警官,林一四月
32048,推理,詭異遊戲：開局砍了個裂口女,三木木
32049,推理,神秘複蘇之鏡仙,提莫笑了
32050,推理,我靠算卦抓到真凶！,子蕪
32051,推理,狄仁傑之蘭亭疑案,時胖紙看鬼片
32052,推理,圓謊1酒心神探,蜻蛉居士
32054,推理,超級驚悚直播,山有扶蘇
32068,推理,神秘直播：開局成為馭者,寫書真難
32055,推理,崛起在新紀元,風華新月
32056,推理,千古異案,閑雲逸士
32057,推理,怪異之旅,彈指一笑間
32058,推理,冒險屋求生：我能感知危險,鹿林
32059,推理,陰陽神算,不谷
32060,推理,終極追凶,星星先生
32061,推理,籠中罪,小酒館
32062,推理,校園奇案之腹黑神探,海之瓊
32063,推理,喵我變成貓了,十月的石榴
32064,推理,我媽是大佬,一株青竹
32065,推理,天國的寶藏,狼筅
32066,推理,棺門詭話,南星兒
32228,推理,險局,養貓的二哈
32229,推理,光怪陸離偵探社,吾即正道
32230,推理,嬌妻案中見,落思蘊
32421,推理,通靈攝影師,細胞分裂
32392,推理,靈貓影后別太狂,月光中的戀人
32393,推理,從咒怨開始簽到,山大人呀
32394,推理,末日生存大師,小醜
32395,推理,天命擺渡人,好這口
32396,推理,凶宅體驗師,肆北紅塵
32397,推理,至尊天師之拜見九叔,醉宸逍遙
32398,推理,青銅爵秘事,萊陽香梨
32399,推理,最強預言家,黑喬
32400,推理,六世逃亡,煌煌其華
32401,推理,詭異看樓人,阿楚故事
32402,推理,快穿恐怖方案,四矇
32403,推理,我平平無奇的靈氣複蘇生活,鍋蓋大蝦
32404,推理,恐怖之末世系統,鬼故事高手
32405,推理,第一嫌疑,離人望左岸
32406,推理,恐怖直播,無畏象
32407,推理,我每天時間一萬倍,夕辰微語
32408,推理,行走陰陽：破邪,阿七
32409,推理,我的女兒仙帝歸來,仙帝爸爸
32410,推理,開始盜墓的日子,顏宛言
32411,推理,盜墓筆記之河木集,張家四叔
32412,推理,神秘古董店,阿爾薩蘭
32413,推理,全民偵探,甘為刀俎
32414,推理,超級強化,小吻哥
32415,推理,完美之罪,關中閑漢
32416,推理,古墓迷魂,黑洞之淵
32417,推理,我能提升功法等級,一壇清狂
32418,推理,我開局就被系統坑,青水煮塵
32391,推理,恐怖複蘇：我在禁地直播,碼字貓愛碼字
32390,推理,蠱禍之南朝,察言郎
32389,推理,都市最強煉金術師,懷町
32374,推理,禁地探險之我的體內有位刺客,永痕的琴子
32361,推理,活人回避,風塵散人
32363,推理,穿到九叔僵屍世界,美顏怪
32364,推理,戰王奶爸,少司命
32365,推理,識謊者之夢境追逐,南宮小主
32366,推理,神秘複蘇之白色領域,傾聽天歌
32367,推理,我真不會推理,文若不成
32368,推理,百曉茶樓：掌櫃，上茶！,家書抵萬金
32369,推理,詭異複蘇：從體驗凶宅開始,雷內伊伏
32370,推理,幽靈交易所,叫偶爬爬
32371,推理,我是茅山小道士,茅山派首席大弟子
32372,推理,穿進了自己寫的狗血虐文怎麼破,鴉無棲
32373,推理,詭秘世界之旅,夢裡幾度寒秋
32375,推理,紐約超級警貓,卡爾貓
32388,推理,深巷的詭秘探索,紫荇藍灝
32376,推理,遷墳師,空白符號
32377,推理,無敵從詭異遊戲開始,托馬斯番茄
32378,推理,碎序夢境,香辣意面
32379,推理,我有個地府兌換系統,我愛吃炒雞蛋
32380,推理,勾魂筆,淥花
32381,推理,大理寺神斷,請讓開
32382,推理,醫妻探夫,天晴皛皛
32383,推理,在僵屍世界裡抽獎,醉輕松
32384,推理,一覺醒來我成了八千年以後的主人公,水木清風
32385,推理,臥底謎案之boss請沉默,憶水若寒
32386,推理,我的恐怖直播間,碧天朽
32387,推理,犯罪現場禁止撒糖,四月邪瞳
32419,推理,超級驚悚直播,宇文長弓
32422,推理,念卿如故,薑末
32359,推理,我的老婆是蛇妖,我愛吃紅燒肉
32423,推理,撿了一片荒野,奧比椰
32455,推理,人間淚根之案件背後,如若然
32456,推理,災厄收容所,幻夢獵人
32457,推理,從詭異流遊戲開始作死,我的錢包不正常
32458,推理,貓爪演藝公司,古道暖陽
32459,推理,我在地府送外賣,哲驚
32460,推理,超感應假說,八鬥才雄
32461,推理,古玩情緣,冬雪晚晴
32462,推理,靈異方程式,潘子默語
32463,推理,神秘複蘇之戲夢師,劉恩恩隊長
32464,推理,我被困在同一天,糖三三
32465,推理,詭異禁案,舞夢雲
32466,推理,詭道傳人,龍雅人
32467,推理,詭異醫生,醉我十三
32468,推理,穿梭在影視時空,糸求雨
32469,推理,秘境冒險：開局解鎖死侍模板,k神
32470,推理,他的小九九,弄清淺
32471,推理,黃泉酒店,雁風
32472,推理,詭紋,九月二十一
32473,推理,槍械文明,喪狗的背影
32474,推理,荒島生死：最強傭兵帶美求生,鐵棒無情
32475,推理,尚不知他名姓,吃碗大鍋粥
32476,推理,詭神塚,焚天孔雀
32477,推理,在詭異界教書育人,開水煮柚子
32478,推理,帶著空間當熊貓,星漣星
32479,推理,我在港綜世界當大佬,白楊樹SUN
32480,推理,第三學院,鏡中畫
32481,推理,六道風水師,大熊
32454,推理,重生投資之王,飯吃了沒
32453,推理,我的天賦有點怪,余粥可溫
32452,推理,生物本能,東子禦
32437,推理,怪物酒館,不酸的檸檬怪
32424,推理,山海尋龍訣,擇愛
32425,推理,夜魔之黑色閃電,伊米雲
32426,推理,我有一座冒險屋（我有一座恐怖屋）,我會修空調
32427,推理,萬界贅婿聊天群,森樹之森
32428,推理,情報組有她的蕭公子,夜北兮
32429,推理,全球覺醒,那根
32431,推理,邪術雜貨店的學徒,搬山道人
32432,推理,至尊驅魔天師,邪神莫邪
32433,推理,穿梭詭秘劇本世界,木幾裡
32434,推理,陽間說書人,酒太白
32435,推理,大明刑王,吾獨醉
32436,推理,都市最強天師,許英俊s
32438,推理,懸案：刑偵九組,癡人19
32451,推理,王不見王（全五冊）,樊落
32439,推理,新注釋本福爾摩斯探案全集,（英）阿瑟·柯南·道爾/原著 （美）萊斯利·S．克林格
32440,推理,迷案重組,公孫櫟
32441,推理,秘葬天書,流浪
32442,推理,我的鬼神郎君,平戈
32443,推理,乾坤當鋪,風雨繞指
32444,推理,刺殺包青天,適閑客
32445,推理,我的極品魔尊老婆,愛吃白荷
32446,推理,神秘複蘇：我能無限讀檔,轉生筆
32447,推理,我在末世當司機,夢寶奶爸
32448,推理,從世界毀滅前一天開始,不如糊塗
32449,推理,重生之都市仙尊,徐子易
32450,推理,彌鏡之光,氣泡可樂茶
32360,推理,謀殺現場3,MS007
32358,推理,尋找犯罪現場,風雨如書
32231,推理,來自未來的筆記本,墨白秋
32293,推理,我的體內有隻鬼,一柄墨刀
32263,推理,我的細胞遊戲,千裡祥雲
32264,推理,重生之投資天才,空白格的記憶
32265,推理,紅宅詭事,肥貓愛美人魚
32266,推理,校園詭事,金色的狼
32268,推理,靈衣製造師,玄九
32269,推理,致命法則,寧采臣
32270,推理,歷練從明星拖油瓶開始,五更么么
32271,推理,僵屍世界：開局被活祭屍王,天師渡
32272,推理,大理寺女官,雪雪鳴
32273,推理,融合火影技能去驅魔,狼女小姐姐
32274,推理,投資大亨,撲街小碼農
32275,推理,凶殺預言夢,笙笙慢
32276,推理,封靈劄記,參差陸離
32277,推理,我的恐怖屋無限升級,香辣雞脆骨
32278,推理,迷墓風雲,q韋雲
32279,推理,全球修仙：我有百倍增幅,東方靈力
32280,推理,慕少夫人又在捉鬼,古小狸
32282,推理,無限狼人殺,小雪參醬
32283,推理,凶獸大佬她被迫拯救世界,青夕沅
32284,推理,死亡筆記,王者鑒明
32285,推理,百年妖妻,零玖
32286,推理,我的真實撞鬼經歷,尚家十三少
32287,推理,奪命撩精女主在線崩人設,蕭畫棋
32288,推理,名偵探：真相只有一個,季鬱
32289,推理,狼人殺之從預言家開始無敵,燼天小燒烤
32290,推理,姐姐日記,哈六
32291,推理,我開棺材鋪的日子,翱翔小牛
32262,推理,通靈少女之冥界禦鬼師,枖兒
32261,推理,我給地府送外賣,梁惟楚
32260,推理,鬼影新娘,子墨九狐
32245,推理,禦魔尋鼎記,純粱九鼎
32232,推理,牧羊人之宴,連山Val
32233,推理,我在日本收集怪談,三足熊
32235,推理,詭故事：求求你別講了,小鳥伏特加
32236,推理,怪談降臨,桀桀歎息著
32237,推理,全民詭異：我在恐怖遊戲收房租,炸醬面加鹵蛋
32238,推理,洪荒歸來當奶爸,桃符
32239,推理,九叔世界之超級強化,紅塵大海
32240,推理,無戮遊戲,綾翡
32241,推理,獵魔人怪談,小羊講故事
32242,推理,薄隊的小祖宗是凶手,聞不歸
32243,推理,我的機械城市,打盹的五花肉
32244,推理,我師祖是九叔,夜星耀
32246,推理,詭案律師,山糖
32259,推理,九叔世界：我的傀儡能自動升級,我是小牛牛
32247,推理,僵屍世界：我的功法會自動修煉！,暗夜君
32248,推理,陰天子：開局召喚黑白無常,零九
32249,推理,驚悚遊戲：開局勸女鬼好好學習!,日月
32250,推理,怪奇旅店物語,大場寺知鹿
32251,推理,我當守夜人那些年,酒戲紅塵
32252,推理,和原醫生在一起後我成了團寵,莫鬼姬
32253,推理,妖魔複蘇我有技能點,鳥鳴蟲語
32254,推理,追凶神探,辛白
32255,推理,當心電話,恰靈小道
32256,推理,我的驅魔生涯,流月年華
32257,推理,探險直播：開局覺醒麒麟紋身,不想做美工
32258,推理,篡天命,花與劍
32292,推理,蕭總的白月光重生了,楊瀟瀟
32294,推理,茅山捉鬼獵人,凌空一笑
32357,推理,危險遊戲：只有我看到提示,仁石
32295,推理,林小晚歷險記,東耳紅非
32330,推理,陰美人,羽落辰汐
32331,推理,我師父是林正英,鵬三
32332,推理,陰陽盜墓人,鵪鶉不膽小
32333,推理,我玩的詭秘遊戲竟然成真了,貓的心願
32334,推理,絕世龍婿,樹無雙
32335,推理,祝您遊戲愉快,楠木匣子
32336,推理,我真不想變妖怪啊,起風湖
32337,推理,迷霧戰爭：開局簽到一個懲戒,在下行之
32338,推理,血魚秘聞,吉祥如意
32339,推理,我的五個師姐全是風水大佬,火狼
32340,推理,死亡陪遊,玩鬼的女漢子
32341,推理,無限逃生指南,死神七七
32342,推理,我的馬甲是禦魂大佬,是瞎子的蝦
32343,推理,神秘複蘇：從一本佛經開始,靈雞一凍
32344,推理,絕世神醫戰婿,流星在人間
32345,推理,我是大偵探福爾摩斯的徒弟,稻田麥香
32346,推理,全球驚悚,無畏象
32347,推理,詭異從遊戲開始,超愛吃橘子昂
32348,推理,系統帶我做神婿,大當家
32349,推理,來自非洲的卡牌大師,召琪
32350,推理,隻想跟賀先生戀愛,斜陽半倚
32351,推理,背屍匠,黑瞳叔
32352,推理,做大神助理太難了,青言墨語
32353,推理,神秘複蘇：我為閻王,酒亂神
32354,推理,高術通神,伸筆碼良
32355,推理,超自然物品公司,當仁不讓
32356,推理,聽僵,六孛岩出
32329,推理,我可以附身了,我不是胖紙
32328,推理,特殊案件調查科,祖傳賣膏藥
32326,推理,陽世鬼差,彥之
32310,推理,屍骨尋蹤,順小寶
32296,推理,陰秘詭事,請叫我壞人
32298,推理,我有一艘宇宙飛船,是劃水的Friends
32299,推理,卡牌學園,荒野君
32300,推理,嫌疑人目錄,氼夏
32301,推理,恐慌逃生,狂吃芒果
32302,推理,繡圖,一滿清
32303,推理,神秘複蘇之我糊的紙人能抓詭,不吃魚的鹹魚
32304,推理,陰陽回魂人,銀魂
32305,推理,棺運,幼稚點
32306,推理,摸金聯盟,踏歌行路
32308,推理,神火帝君,為我稱王
32309,推理,今天開始當國王,風晴百裡雪
32311,推理,永夜城：血族詭聞（共5冊）,宇塵庸蘭
32325,推理,我當夜車司機的那幾年,唐憎肉好吃
32312,推理,博古店,龍貝迪
32313,推理,小醜遊戲,肥瓜
32314,推理,暗夜將至,耳東水壽
32315,推理,末日廚子,左夜
